FPR,TPR
0.0,0.0
0.0,0.002257336343115124
0.0,0.033860045146726865
0.0004714757190004715,0.033860045146726865
0.0004714757190004715,0.03837471783295711
0.0023573785950023575,0.03837471783295711
0.0023573785950023575,0.05191873589164785
0.002828854314002829,0.05191873589164785
0.002828854314002829,0.060948081264108354
0.0033003300330033004,0.060948081264108354
0.0033003300330033004,0.06772009029345373
0.003771805752003772,0.06772009029345373
0.003771805752003772,0.07674943566591422
0.004243281471004243,0.07674943566591422
0.004243281471004243,0.0835214446952596
0.004714757190004715,0.0835214446952596
0.004714757190004715,0.10835214446952596
0.005186232909005186,0.10835214446952596
0.005186232909005186,0.11286681715575621
0.005657708628005658,0.11286681715575621
0.005657708628005658,0.11738148984198646
0.006129184347006129,0.11738148984198646
0.006129184347006129,0.16252821670428894
0.007072135785007072,0.16252821670428894
0.007072135785007072,0.1670428893905192
0.007543611504007544,0.1670428893905192
0.007543611504007544,0.18510158013544017
0.008015087223008015,0.18510158013544017
0.008015087223008015,0.2054176072234763
0.008958038661008957,0.2054176072234763
0.008958038661008957,0.22799097065462753
0.00942951438000943,0.22799097065462753
0.00942951438000943,0.24830699774266365
0.009900990099009901,0.24830699774266365
0.009900990099009901,0.2618510158013544
0.010372465818010372,0.2618510158013544
0.010372465818010372,0.26410835214446954
0.011315417256011316,0.26410835214446954
0.011315417256011316,0.2686230248306998
0.011786892975011787,0.2686230248306998
0.011786892975011787,0.28442437923250563
0.012258368694012258,0.28442437923250563
0.012258368694012258,0.3047404063205418
0.01272984441301273,0.3047404063205418
0.01272984441301273,0.3115124153498871
0.013201320132013201,0.3115124153498871
0.013201320132013201,0.31376975169300225
0.013672795851013672,0.31376975169300225
0.013672795851013672,0.3160270880361174
0.014144271570014143,0.3160270880361174
0.014144271570014143,0.32054176072234764
0.014615747289014616,0.32054176072234764
0.014615747289014616,0.327313769751693
0.015087223008015087,0.327313769751693
0.015087223008015087,0.37020316027088035
0.015558698727015558,0.3724604966139955
0.015558698727015558,0.3747178329571106
0.015558698727015558,0.3792325056433409
0.015558698727015558,0.38148984198645597
0.015558698727015558,0.38826185101580135
0.015558698727015558,0.39503386004514673
0.01603017444601603,0.39503386004514673
0.01603017444601603,0.42663656884875845
0.0165016501650165,0.42663656884875845
0.0165016501650165,0.45146726862302483
0.017444601603017446,0.45146726862302483
0.017444601603017446,0.4650112866817156
0.018387553041018388,0.4650112866817156
0.018387553041018388,0.4717832957110609
0.01885902876001886,0.4717832957110609
0.01885902876001886,0.48306997742663654
0.01933050447901933,0.48306997742663654
0.01933050447901933,0.48758465011286684
0.019801980198019802,0.48758465011286684
0.019801980198019802,0.49209932279909707
0.020273455917020275,0.49209932279909707
0.020273455917020275,0.5033860045146726
0.020744931636020744,0.5033860045146726
0.020744931636020744,0.5056433408577878
0.02263083451202263,0.5056433408577878
0.02263083451202263,0.5079006772009029
0.0231023102310231,0.5079006772009029
0.0231023102310231,0.5214446952595937
0.024045261669024046,0.5214446952595937
0.024045261669024046,0.5327313769751693
0.024516737388024516,0.5327313769751693
0.024516737388024516,0.5349887133182845
0.02498821310702499,0.5372460496613995
0.02498821310702499,0.5417607223476298
0.02545968882602546,0.5417607223476298
0.02545968882602546,0.5530474040632054
0.02593116454502593,0.5530474040632054
0.02593116454502593,0.5598194130925508
0.026402640264026403,0.5598194130925508
0.026402640264026403,0.5756207674943566
0.027345591702027345,0.5756207674943566
0.027345591702027345,0.5801354401805869
0.027817067421027818,0.5801354401805869
0.027817067421027818,0.582392776523702
0.028288543140028287,0.582392776523702
0.028288543140028287,0.6049661399548533
0.029231494578029232,0.6049661399548533
0.029231494578029232,0.6252821670428894
