Name,10-fold CV,Test Score,AUC
BaseNoCity,0.8623951628632729,0.8549141965678627,0.7075932818176255
Base,0.8416227813536181,0.8365834633385335,0.6663757086191454
BaseCampaign,0.8416227813536181,0.8365834633385335,0.6663757086191454
BaseCampaignBin,0.9541642285937195,0.9570982839313572,0.9240171125612653
BaseBow,0.9497756972888629,0.9504680187207488,0.9178519173745904
BaseBowBin,0.9473376243417203,0.952808112324493,0.9143793358590495
