Name,10-fold CV,Test Score,AUC
Base,0.8456212209869319,0.8287831513260531,0.6210657793168743
BaseCampaign,0.9240296469670373,0.8923556942277691,0.832817690024404
BaseCampaignBin,0.9247123073922372,0.891575663026521,0.8363080061193269
BaseBow,0.9218841427735518,0.9021060842433697,0.8622301120792505
BaseBowBin,0.9221767115272089,0.8939157566302652,0.8565310003399627
