FPR,TPR
0.0,0.0
0.0,0.005154639175257732
0.0,0.02577319587628866
0.0,0.03608247422680412
0.0,0.06701030927835051
0.0,0.08762886597938144
0.0,0.1134020618556701
0.0009191176470588235,0.1134020618556701
0.0009191176470588235,0.11855670103092783
0.001838235294117647,0.11855670103092783
0.001838235294117647,0.12886597938144329
0.001838235294117647,0.16494845360824742
0.0027573529411764708,0.16494845360824742
0.0027573529411764708,0.1958762886597938
0.003676470588235294,0.1958762886597938
0.003676470588235294,0.20618556701030927
0.003676470588235294,0.22164948453608246
0.003676470588235294,0.3402061855670103
0.004595588235294118,0.3402061855670103
0.004595588235294118,0.35051546391752575
0.0055147058823529415,0.35051546391752575
0.0055147058823529415,0.3556701030927835
0.0055147058823529415,0.36597938144329895
0.0055147058823529415,0.38144329896907214
0.006433823529411764,0.38144329896907214
0.006433823529411764,0.41237113402061853
0.007352941176470588,0.4175257731958763
0.007352941176470588,0.5051546391752577
0.008272058823529412,0.5051546391752577
0.008272058823529412,0.5154639175257731
0.009191176470588236,0.520618556701031
0.01011029411764706,0.520618556701031
0.01011029411764706,0.5412371134020618
0.01011029411764706,0.5463917525773195
0.01011029411764706,0.5567010309278351
0.011029411764705883,0.5567010309278351
0.011029411764705883,0.5824742268041238
0.012867647058823529,0.5824742268041238
0.012867647058823529,0.6134020618556701
0.013786764705882353,0.6134020618556701
0.013786764705882353,0.6237113402061856
0.013786764705882353,0.634020618556701
0.013786764705882353,0.654639175257732
0.014705882352941176,0.654639175257732
0.014705882352941176,0.6597938144329897
0.015625,0.6597938144329897
0.015625,0.6855670103092784
0.016544117647058824,0.6855670103092784
0.016544117647058824,0.6907216494845361
0.017463235294117647,0.6958762886597938
0.017463235294117647,0.7010309278350515
0.01838235294117647,0.7061855670103093
0.01838235294117647,0.7268041237113402
0.01838235294117647,0.7371134020618557
0.02022058823529412,0.7371134020618557
0.02022058823529412,0.788659793814433
0.02297794117647059,0.788659793814433
0.02297794117647059,0.8041237113402062
0.029411764705882353,0.8041237113402062
0.029411764705882353,0.8092783505154639
0.04503676470588235,0.8092783505154639
0.04503676470588235,0.8144329896907216
0.04779411764705882,0.8144329896907216
0.04779411764705882,0.8298969072164949
0.050551470588235295,0.8298969072164949
0.050551470588235295,0.8350515463917526
0.07996323529411764,0.8350515463917526
0.07996323529411764,0.8402061855670103
0.1130514705882353,0.8402061855670103
0.11764705882352941,0.8402061855670103
0.12316176470588236,0.8402061855670103
0.12867647058823528,0.8402061855670103
0.12959558823529413,0.845360824742268
0.13694852941176472,0.845360824742268
0.13878676470588236,0.845360824742268
0.14981617647058823,0.845360824742268
0.15716911764705882,0.845360824742268
0.15808823529411764,0.8556701030927835
0.15992647058823528,0.8556701030927835
0.17095588235294118,0.8556701030927835
0.18382352941176472,0.8556701030927835
0.18382352941176472,0.8608247422680413
0.18658088235294118,0.8608247422680413
0.18841911764705882,0.8608247422680413
0.203125,0.865979381443299
0.25275735294117646,0.8865979381443299
0.25735294117647056,0.8865979381443299
0.2601102941176471,0.8917525773195877
0.27205882352941174,0.8917525773195877
0.27389705882352944,0.8917525773195877
0.27849264705882354,0.8917525773195877
0.27849264705882354,0.8969072164948454
0.2867647058823529,0.8969072164948454
0.3170955882352941,0.8969072164948454
0.32996323529411764,0.8969072164948454
0.3318014705882353,0.8969072164948454
0.3391544117647059,0.8969072164948454
0.35018382352941174,0.9020618556701031
0.3630514705882353,0.9020618556701031
0.37683823529411764,0.9020618556701031
0.390625,0.9072164948453608
0.4016544117647059,0.9072164948453608
0.42463235294117646,0.9072164948453608
0.4264705882352941,0.9072164948453608
0.4329044117647059,0.9072164948453608
0.4375,0.9072164948453608
0.4384191176470588,0.9072164948453608
0.4411764705882353,0.9072164948453608
0.4420955882352941,0.9072164948453608
0.4476102941176471,0.9072164948453608
0.45128676470588236,0.9072164948453608
0.4522058823529412,0.9072164948453608
0.45588235294117646,0.9072164948453608
0.46047794117647056,0.9072164948453608
0.46139705882352944,0.9072164948453608
0.4641544117647059,0.9072164948453608
0.47058823529411764,0.9072164948453608
0.47794117647058826,0.9072164948453608
0.48161764705882354,0.9072164948453608
0.484375,0.9072164948453608
0.4880514705882353,0.9072164948453608
0.49356617647058826,0.9072164948453608
0.4963235294117647,0.9072164948453608
0.49816176470588236,0.9072164948453608
0.5036764705882353,0.9072164948453608
0.5110294117647058,0.9072164948453608
0.5174632352941176,0.9072164948453608
0.5211397058823529,0.9072164948453608
0.5330882352941176,0.9072164948453608
0.5349264705882353,0.9072164948453608
0.5386029411764706,0.9072164948453608
0.5404411764705882,0.9072164948453608
0.5533088235294118,0.9072164948453608
0.5533088235294118,0.9123711340206185
0.5551470588235294,0.9123711340206185
0.5551470588235294,0.9175257731958762
0.5569852941176471,0.9175257731958762
