Name,Accuracy,Precision,Recall,F1,AUC
Base,0.8365834633385335,0.0,0.0,0.0,0.6663757086191454
BaseCampaign,0.9570982839313572,0.8931297709923665,0.837708830548926,0.8645320197044335,0.9294179170074158
BaseCampaignBin,0.9570982839313572,0.8931297709923665,0.837708830548926,0.8645320197044335,0.9240171125612653
BaseBow,0.9504680187207488,0.8842105263157894,0.801909307875895,0.8410513141426784,0.9178519173745904
BaseBowBin,0.952808112324493,0.8983957219251337,0.801909307875895,0.8474148802017655,0.9143793358590495
