Name,Accuracy,Precision,Recall,F1,AUC
Base,0.827613104524181,0.0,0.0,0.0,0.6056898000264413
BaseCampaign,0.9122464898595943,0.8027777777777778,0.6523702031602708,0.7198007471980075,0.8778005178782954
BaseCampaignBin,0.9138065522620905,0.8088642659279779,0.6576576576576577,0.7254658385093167,0.8744385305116438
BaseBow,0.9196567862714509,0.8093994778067886,0.6997742663656885,0.7506053268765133,0.8543810524232043
BaseBowBin,0.9258970358814352,0.8239795918367347,0.7274774774774775,0.7727272727272728,0.8965323814380417
