Name,Accuracy,Precision,Recall,F1,AUC
Base,0.8369734789391575,0.0,0.0,0.0,0.6211495070387992
BaseCampaign,0.9524180967238689,0.8756345177664975,0.8253588516746412,0.8497536945812808,0.9209863014309476
BaseCampaignBin,0.9524180967238689,0.8756345177664975,0.8253588516746412,0.8497536945812808,0.9254621929304326
BaseBow,0.9294071762870515,0.8516320474777448,0.6866028708133971,0.7602649006622516,0.9046629536647685
BaseBowBin,0.9387675507020281,0.8717948717948718,0.7320574162679426,0.7958387516254878,0.9116153564883147
