Name,10-fold CV,Test Score,AUC
Base,0.8438658084649893,0.827613104524181,0.6056898000264413
BaseCampaign,0.9181782718938951,0.9122464898595943,0.8778005178782954
BaseCampaignBin,0.9200312073337235,0.9138065522620905,0.8744385305116438
BaseBow,0.9244197386385801,0.9196567862714509,0.8543810524232043
BaseBowBin,0.9229568948702945,0.9258970358814352,0.8965323814380417
