Name,10-fold CV,Test Score,AUC
Base,0.8622976399453872,0.8248829953198128,0.6190997351597783
BaseCampaign,0.9645016578896041,0.9169266770670826,0.9012104048199079
BaseCampaignBin,0.9592354203237761,0.9274570982839313,0.9155904725480197
BaseBow,0.9606007411741759,0.9438377535101404,0.9178110329575364
BaseBowBin,0.963526428710747,0.9399375975039002,0.9098923805881353
